SSSL06278,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=54984bc1-0495-ef11-8a69-000d3ac7adf0
ALPSL00226,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=75d6c0e8-0095-ef11-8a68-0022485725fb
ALPSL00225,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=62d6c0e8-0095-ef11-8a68-0022485725fb
ALPSL00224,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=c93bbae2-0095-ef11-8a68-0022485725fb
ALPSL00223,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=b53bbae2-0095-ef11-8a68-0022485725fb
ALPSL00222,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=41efaee7-ee94-ef11-8a69-002248566ccc
SSSL06277,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=79fc433a-cc91-ef11-8a6a-000d3ac73eea
AS2SL00041,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=7cd935b8-ac91-ef11-8a6a-000d3ac7adf0
SSSL06276,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=8db6cff8-ab91-ef11-8a69-00224857bbb8
SSSL06275,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=67b6cff8-ab91-ef11-8a69-00224857bbb8
SSSL06274,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=6c80c47b-ab91-ef11-8a6a-6045bd207c20
SSSL06273,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=ca2ccc75-ab91-ef11-8a6a-6045bd207c20
ALPSX00010,https://kohyoung.crm5.dynamics.com/main.aspx?appid=ad028f5a-570f-ea11-a811-000d3a085914&pagetype=entityrecord&etn=new_machinehistory&id=6c8d647c-ff90-ef11-8a69-0022485725fb
